NAME,LONGITUDE,LATITUDE,NEIGHBORHOOD_NAME,COUNTY_NAME
Fatih Sultan Mehmet Mahallesi Muhtarlığı Parkı,29.123693208022,41.0257567487832,FATİH SULTAN MEHMET,ÜMRANİYE
Baba Kenan Parkı,29.0413572713414,41.179599479543,MADEN,SARIYER
Park,29.2261238393159,40.9187829470567,YAKACIK ÇARŞI,KARTAL
Bilgin Sokak Parkı,29.2050011342335,40.920551710751,GÜMÜŞPINAR,KARTAL
Park,29.194840962103,40.9198557276684,SOĞANLIK YENİ,KARTAL
Park,29.2666922829223,40.9028178471083,YAYALAR,PENDİK
Park,29.0927505468185,40.9685819909593,KOZYATAĞI,KADIKÖY
Park,28.9318310049143,41.0156851910337,ŞEHREMİNİ,FATİH
Silivrikapı Parkı,28.9245859665084,41.0069374363967,MEVLANAKAPI,FATİH
Mehmet Akif Ersoy Parkı,28.9321630566964,40.9969973142708,KOCA MUSTAFAPAŞA,FATİH
Mehmet Ağa Parkı,28.9448264703578,41.0269856397792,BALAT,FATİH
Küçükmustafa Paşa Parkı,28.9577639473927,41.0255918615726,YAVUZ SULTAN SELİM,FATİH
Kuzguncuk Parkı,29.0334421571836,41.0391709797061,KUZGUNCUK,ÜSKÜDAR
Şehit Yıldırım Özbir Parkı,28.8987190202328,41.0327962380007,TERAZİDERE,BAYRAMPAŞA
Yeni Camii Parkı,28.9715422325079,41.0164615628988,RÜSTEMPAŞA,FATİH
Büyük Saray Meydanı Parkı,28.9289144051292,41.0149172561606,ŞEHREMİNİ,FATİH
Köroğlu Parkı,28.9471730392888,41.0296725449587,BALAT,FATİH
Kadıçeşme Parkı,28.9517621733132,41.0221863427661,ZEYREK,FATİH
Şehit Piyade Asteğmen Furkan Işık Parkı,28.9330184662102,41.0097006780632,SEYYİD ÖMER,FATİH
Molla Aşkı Parkı,28.9436131587459,41.0350250280877,AYVANSARAY,FATİH
Hasan Baba Parkı ve Türbesi,28.9554437999758,41.0210984770055,CİBALİ,FATİH
Terazidere Parkı,28.8986428778319,41.0323251041052,TERAZİDERE,BAYRAMPAŞA
60. Yıl Parkı,28.9034633755808,41.0327115552888,TERAZİDERE,BAYRAMPAŞA
Seyit Nizam Parkı,28.9089918072154,41.0053403994071,SEYİTNİZAM,ZEYTİNBURNU
Kırım Parkı,28.924427018119,41.0164988987549,MEVLANAKAPI,FATİH
Özkaymaz Parkı,28.8975070883823,41.0614607788359,YILDIRIM,BAYRAMPAŞA
Perşembe Pazarı Parkı,28.9710186782551,41.022129052206,ARAP CAMİ,BEYOĞLU
Yeşil Alan,28.8436938100304,41.0168154196957,KOCASİNAN MERKEZ,BAHÇELİEVLER
Haşim İşcan Parkı,28.9354106310143,41.0236236108618,KARAGÜMRÜK,FATİH
Karaca Sok. Çocuk Parkı,28.8995382781233,41.0591504066193,KARTALTEPE,BAYRAMPAŞA
Emre Belezoğlu Altı Parkı,28.9301984629099,40.9957846615505,KOCA MUSTAFAPAŞA,FATİH
Pirimehmetpaşa Parkı,28.947569630849,41.0432506083553,PİRİPAŞA,BEYOĞLU
Nakilbent Parkı,28.9747459298113,41.0042543965303,KÜÇÜK AYASOFYA,FATİH
Şehit Er Ramazan Paşa Göncü Parkı,28.8415658946207,40.9898495270761,ATAKÖY 7-8-9-10. KISIM,BAKIRKÖY
Koyunbaba Parkı,28.9441544722759,41.0213429699781,AKŞEMSETTİN,FATİH
Örnektepe Parkı,28.9550475647157,41.0539666222089,ÖRNEKTEPE,BEYOĞLU
Ata Garajı Parkı,28.9182755822572,41.000896431652,KAZLIÇEŞME,ZEYTİNBURNU
Beyceğiz Parkı,28.9443828323662,41.0243071615506,ATİKALİ,FATİH
Kurtağa Parkı ve Spor Alanı,28.9397562987873,41.0284679600867,DERVİŞ ALİ,FATİH
Kadirova Parkı,29.3288368334866,41.0853091182202,ÖMERLİ,ÇEKMEKÖY
Sirkeci Tramvay Yanı Yeşil Alan,28.9767386089658,41.0142617300763,HOCAPAŞA,FATİH
Kariye Parkı,28.9382482983796,41.0311708211868,DERVİŞ ALİ,FATİH
Kamilya Parkı,29.07485086701,41.0339056934709,FERAH,ÜSKÜDAR
Akşemsettin Parkı,28.9405833592034,41.0195138493295,AKŞEMSETTİN,FATİH
Kurusebil Semt Parkı,28.9329059915737,41.0060956892048,CERRAHPAŞA,FATİH
Uğur Mumcu Parkı,28.9145999783068,41.0312246022557,ORTA,BAYRAMPAŞA
Şehit Cehar Dudayev Parkı,28.8847334513324,41.072514767428,CEVATPAŞA,BAYRAMPAŞA
Deniz Bingöller Parkı,28.8932145138233,40.9870505871935,SÜMER,ZEYTİNBURNU
Çiçek Parkı,28.9130145958151,41.0039859730025,TELSİZ,ZEYTİNBURNU
Kantarcılar Camii Yanı Parkı,28.9655856183304,41.0187931091745,SARIDEMİR,FATİH
Keyci Hatun Parkı,28.9427981350353,41.0078067374142,CERRAHPAŞA,FATİH
Selçuk Sultan Parkı,28.9447118947273,41.0116411024386,MOLLA GÜRANİ,FATİH
Bayrampaşa Şehir Parkı,28.8875370810967,41.0618812990571,YILDIRIM,BAYRAMPAŞA
Şişhane Parkı,28.9694066018159,41.0282407157314,BEDRETTİN,BEYOĞLU
Nilufer Parkı,28.9483189470267,41.0631195062892,ÖRNEKTEPE,BEYOĞLU
Sururi Parkı,28.9715219143476,41.0373412439298,SURURİ MEHMET EFENDİ,BEYOĞLU
Ferit Güleryüz Parkı,28.9742405574164,41.0412833091615,HACIAHMET,BEYOĞLU
Kurtağa Çeşme Parkı,28.9398373855138,41.0281168492728,DERVİŞ ALİ,FATİH
Abdullah Tukay Parkı,28.9393369949541,41.016457279985,MOLLA GÜRANİ,FATİH
Hurşit Makinacı Parkı,28.9155463494705,41.0382536294226,YENİDOĞAN,BAYRAMPAŞA
100. Yıl Parkı,28.8880121911189,41.0695062568543,YILDIRIM,BAYRAMPAŞA
Nene Hatun Parkı,29.2306634406756,41.0168197789758,AYDINLAR,ÇEKMEKÖY
Sancak Parkı,28.890815487973,41.0622390218445,YILDIRIM,BAYRAMPAŞA
Mehmet Akif Ersoy Parkı,28.8934738806877,41.1760653451741,GÖKTÜRK MERKEZ,EYÜPSULTAN
Fen Sok. Parkı,29.2582826758509,40.892650640337,VELİBABA,PENDİK
Dr. Sadık Ahmet Parkı,28.8890070980085,41.0637303489705,YILDIRIM,BAYRAMPAŞA
Tunuslu Mahmut Paşa Parkı,29.0526509680218,41.0255159872778,BURHANİYE,ÜSKÜDAR
Ramazan Efendi Parkı,28.9320459609585,41.0052621456038,SİLİVRİKAPI,FATİH
Çamlık Parkı,29.0728320542298,41.0190967859615,BULGURLU,ÜSKÜDAR
Kariye Şehir Parkı,28.9396918359503,41.0309462042877,DERVİŞ ALİ,FATİH
Küplüce Parkı,29.0509581919577,41.036485837348,KÜPLÜCE,ÜSKÜDAR
Dr. Ahmet Zeki Velidi Togan Parkı,28.96142044062,41.0105655979425,BALABANAĞA,FATİH
Dökümcüler Parkı,28.908264370269,41.0478967723408,MURATPAŞA,BAYRAMPAŞA
Şehitler Parkı,29.0524003868981,41.0170537462846,ALTUNİZADE,ÜSKÜDAR
Fevzi Çakmak Parkı,29.2168679521047,41.0199594026775,KİRAZLIDERE,ÇEKMEKÖY
Aydınlar Parkı,29.2280796326054,41.01864997423,AYDINLAR,ÇEKMEKÖY
Sefa Meydanı Parkı,28.9770522218012,41.0434868492372,YENİŞEHİR,BEYOĞLU
Gümüşsuyu Parkı,28.9875825083886,41.0353174063103,GÜMÜŞSUYU,BEYOĞLU
Esenyalı Çocuk Parkı,29.293823605297,40.8587098728286,ESENYALI,PENDİK
Ataköy 3. Kısım Çocuk Parkı,28.8630081224054,40.9823258369298,ATAKÖY 3-4-11. KISIM,BAKIRKÖY
Çocuk Parkı,28.9091450068438,41.2542617222214,ÇİFTALAN,EYÜPSULTAN
Oğuzhan Sok. Parkı,28.831542557654,41.005824466399,FEVZİ ÇAKMAK,BAHÇELİEVLER
Ahmet Sezgin Parkı,28.8395017130738,40.9869771216572,ATAKÖY 7-8-9-10. KISIM,BAKIRKÖY
Fındıklı Parkı,28.9901291265539,41.0314514855312,ÖMER AVNİ,BEYOĞLU
Cumhuriyet Meydanı,28.5833946297256,41.0193419086146,FATİH,BÜYÜKÇEKMECE
Halıcıoğlu (Abdüselam) Parkı,28.9448766620554,41.0457605552084,HALICIOĞLU,BEYOĞLU
Park,29.2920464889148,40.8170019498098,POSTANE,TUZLA
Dr. Sadık Ahmet Parkı,28.6080989505695,41.0042786931588,PINARTEPE,BÜYÜKÇEKMECE
Ragıp Gümüşpala Cad. Yeşil Alan,28.964215786541,41.0195921325426,YAVUZ SİNAN,FATİH
Park,28.0254482598263,41.0967956255287,İSMETPAŞA,SİLİVRİ
Karanfil Parkı,28.8839151809625,41.0985506484438,ESENTEPE,SULTANGAZİ
Berrak Parkı,29.1266012151532,40.9995232365773,TATLISU,ÜMRANİYE
Simge Parkı,29.226087670288,40.8847341193475,YENİ,PENDİK
Oklalı Köyü Park,28.4777541267706,41.2210086983325,OKLALI,ÇATALCA
Güvercin-3 Parkı,29.0203828554589,41.0786321500617,LEVENT,BEŞİKTAŞ
Çalıkuşu Parkı,29.0178804634946,41.0760037791944,LEVENT,BEŞİKTAŞ
İzzetbey Parkı,29.080397342559,41.0215056252968,BULGURLU,ÜSKÜDAR
Mimoza Parkı,29.0760020664754,41.0151165400297,BULGURLU,ÜSKÜDAR
Erdem Parkı,29.0492502165467,41.0099033443942,ACIBADEM,ÜSKÜDAR
Park,29.0100701361005,41.0221414845988,AZİZ MAHMUT HÜDAYİ,ÜSKÜDAR
Üzüm Bağı,28.8538207648307,41.0385061683511,SANCAKTEPE,BAĞCILAR
Kalburcu Mehmet Parkı,28.9260727131883,41.017238167243,MEVLANAKAPI,FATİH
Krallık - Millet Parkı,28.0448422192414,41.047844107246,GÜMÜŞYAKA,SİLİVRİ
Karaçayır Parkı,29.2322857657233,41.0246565189833,SOĞUKPINAR,ÇEKMEKÖY
Sultanahmet Havuzlu Park,28.9783758576765,41.0071506059601,CANKURTARAN,FATİH
Şehit Bülent Kocabıyık Parkı,29.0870142182633,41.1073855831082,ÇUBUKLU,BEYKOZ
Aşık Paşa Parkı,28.9558643444564,41.0239754942185,YAVUZ SULTAN SELİM,FATİH
Mustafa Dönmez Parkı,28.8549757361861,41.0178724205575,CUMHURİYET,BAHÇELİEVLER
23 Nisan Çocuk Parkı,28.97330039524,41.0039405374539,KÜÇÜK AYASOFYA,FATİH
Aziziye Parkı,29.0586154763225,41.0289415793985,BURHANİYE,ÜSKÜDAR
Park,28.901683937939,41.0171668700139,MALTEPE,ZEYTİNBURNU
M. Emim Yıldırım Parkı,29.0357666014115,41.01722440211,BARBAROS,ÜSKÜDAR
Kazlıçeşme Sahil Parkı,28.9117712458425,40.9865659844052,KAZLIÇEŞME,ZEYTİNBURNU
Kısıklı Parkı,29.0748156295593,41.025934433081,KISIKLI,ÜSKÜDAR
Uzun Yusuf Parkı,28.9265530688804,41.0077734732825,SEYYİD ÖMER,FATİH
Altunizade Parkı,29.0485809305765,41.0184599120042,ALTUNİZADE,ÜSKÜDAR
Hülya Sok. Çocuk Parkı,28.8988027271246,41.0555805164768,KARTALTEPE,BAYRAMPAŞA
Yılmaz Parkı,29.2305651336619,41.0246740520097,SOĞUKPINAR,ÇEKMEKÖY
Hudut Parkı,28.8889862777825,41.0632425590255,YILDIRIM,BAYRAMPAŞA
Alman Deresi Yürüyüş Parkı,29.0292321138042,41.0876301187959,AKAT,BEŞİKTAŞ
Dereiçi Parkı,28.9517155061691,41.0541086761649,ÖRNEKTEPE,BEYOĞLU
Coşkun Okul Parkı,29.0631652374122,41.0268603537316,KISIKLI,ÜSKÜDAR
Aydos Parkı,29.2559327526868,40.9162487418534,ERTUĞRUL GAZİ,PENDİK
Şehit Binbaşı Ömer Aktuğ Parkı,29.1563808720086,40.990823262527,MEVLANA,ATAŞEHİR
Şehit Er Girol Alpago Parkı,28.8213363172496,41.0117969736671,YENİBOSNA MERKEZ,BAHÇELİEVLER
Park,29.2180924063071,41.019761617627,KİRAZLIDERE,ÇEKMEKÖY
Bademlik Parkı,28.9480871716599,41.0527389965315,SÜTLÜCE,BEYOĞLU
Çıksalın Sok. Altı Parkı,28.9504637952942,41.0503680625024,HALICIOĞLU,BEYOĞLU
Barlas Küntay Parkı,28.8539833619677,40.9828888178256,ATAKÖY 2-5-6. KISIM,BAKIRKÖY
Kadı Mehmet Parkı,28.9628680883841,41.0343110990878,KADIMEHMET EFENDİ,BEYOĞLU
1272/2. Sok. Parkı,28.9102632469184,41.1002094083835,ZÜBEYDE HANIM,SULTANGAZİ
1414 Sok. Parkı,28.8955118362697,41.1038864947419,GAZİ,SULTANGAZİ
Şehit Sedat Karaçor Parkı,28.8623937257346,41.0650967042324,TURGUT REİS,ESENLER
Filiz Parkı,29.315252463539,40.82196602211,CAMİ,TUZLA
Seyfi Ali Yıldız Parkı,29.0749430635266,41.0579788357942,BAHÇELİEVLER,ÜSKÜDAR
Kiraz Bahçesi,28.8364459043414,41.03382538809,KİRAZLI,BAĞCILAR
Cebeci Şehir Parkı,28.8754296576218,41.1036382810009,UĞUR MUMCU,SULTANGAZİ
Meşe Parkı,29.2416436270512,41.0497982015285,ÇATALMEŞE,ÇEKMEKÖY
Barış Manço Parkı,29.2268267917741,41.0212378240227,CUMHURİYET,ÇEKMEKÖY
Atatürk Parkı,28.4573585622303,41.1427994409175,KALEİÇİ,ÇATALCA
Yeni Çamlıca Parkı,29.056534588527,41.0294476732537,BURHANİYE,ÜSKÜDAR
Bağlariçi Parkı,29.0820610239245,41.0216791325474,BULGURLU,ÜSKÜDAR
Turgut Reis Parkı,29.0852729725428,41.0170661417374,BULGURLU,ÜSKÜDAR
Gülseve Parkı,29.0313354559773,41.0236412502715,MURATREİS,ÜSKÜDAR
Divitçiler Parkı,29.0249272561156,41.0166147532979,VALİDE-İ ATİK,ÜSKÜDAR
Necati Alkan Parkı,29.2315638258568,41.0204256078043,AYDINLAR,ÇEKMEKÖY
Sohbet Parkı,28.9126885557793,41.0971873152809,75. YIL,SULTANGAZİ
Şairler Sofası,29.000419691674,41.0419649753743,VİŞNEZADE,BEŞİKTAŞ
Vişnezade Camii Parkı,28.9989023726818,41.0418449277907,VİŞNEZADE,BEŞİKTAŞ
Atatürk Gençlik Parkı,28.2878871497431,41.0668339399759,CUMHURİYET,SİLİVRİ
Molla Aşkı Kültür Parkı,28.9432649377857,41.0338016582333,AYVANSARAY,FATİH
Barbaros Parkı,29.0065848499062,41.0415824714774,SİNANPAŞA,BEŞİKTAŞ
Esenyurt Belediyesi Yürüyüş Parkı,28.655162957892,41.0169618402406,CUMHURİYET,ESENYURT
Şehit Çaner Çalışkan Parkı,29.2140845438103,40.9215844535249,GÜMÜŞPINAR,KARTAL
Şehit Turan Damgacı Parkı,29.2139659471001,40.930611331247,UĞUR MUMCU,KARTAL
Farabi Parkı,29.1806451340585,41.0332155439061,MİMAR SİNAN,ÇEKMEKÖY
Keskin Parkı,29.1823929015417,41.0219773486635,MEHMET AKİF,ÇEKMEKÖY
Kemerdere Parkı,29.1786704437018,41.0234927155002,MEHMET AKİF,ÇEKMEKÖY
Ord. Prof. Zeki Velidi Toğan Parkı,29.1777986157581,41.0248994516064,MİMAR SİNAN,ÇEKMEKÖY
Kumbaba Parkı,29.5807821272152,41.1665752183177,KUMBABA,ŞİLE
Veysel Karani Parkı-2,28.9143290367133,41.0688605453095,BAĞLARBAŞI,GAZİOSMANPAŞA
Açık Spor Alanı Çocuk Parkı,28.6732829450661,40.9977638183043,YAKUPLU,BEYLİKDÜZÜ
Serçe Parkı,29.2115793043351,40.9293295894362,UĞUR MUMCU,KARTAL
Esenyurt Anaokulu ve Parkı,28.6750504551243,41.0391619190545,BAĞLARÇEŞME,ESENYURT
Kanarya Parkı,28.9160644719998,41.1571620264557,MİMAR SİNAN,EYÜPSULTAN
5 Nolu Park,28.6998641594441,41.0689019743889,BAHÇEŞEHİR 1. KISIM,BAŞAKŞEHİR
Tepeköy Parkı,29.1299597622039,40.8680950952115,NİZAM,ADALAR
Akşemsettin Parkı,28.7075960666304,41.1820261955564,HARAÇÇI,ARNAVUTKÖY
Yunus Emre Parkı,29.1609391090896,41.0324320124054,HUZUR,ÜMRANİYE
Yolal Sok. Parkı,29.0160384304071,41.0844934140601,LEVENT,BEŞİKTAŞ
Arif Dağlar Parkı,29.1791478240844,40.8992910803436,PETROL İŞ,KARTAL
Kızılay Bulvarı Parkı,29.1828114816771,40.8945314974124,PETROL İŞ,KARTAL
Selçukhan Parkı,29.2790607773649,40.9838694025879,BATTALGAZİ,SULTANBEYLİ
Fevzi Çakmak Deprem Parkı,29.2617009429097,40.8902347985555,FEVZİ ÇAKMAK,PENDİK
İBB İdris Bitlis Parkı,28.9333335402552,41.0565920299744,MERKEZ,EYÜPSULTAN
Park,29.1914653933265,41.1525095748599,MAHMUTŞEVKETPAŞA,BEYKOZ
Sümbül Sok.-1 Parkı,29.0172434791651,41.0851737139249,LEVENT,BEŞİKTAŞ
Geyikli Parkı,29.0156011069041,41.0775121029063,LEVENT,BEŞİKTAŞ
Sait Faik Abasıyanık Çocuk Parkı,29.0693468264735,40.8814321328392,BURGAZADA,ADALAR
Veli Baba Parkı,29.2569471981439,40.9066324051868,VELİBABA,PENDİK
Şeyh Edebali Parkı,29.2601757388512,40.8745684518149,KAYNARCA,PENDİK
Yakamoz Parkı,29.1670705585308,41.0093956352411,ESENŞEHİR,ÜMRANİYE
Fatih Sultan Mehmet Parkı,29.1520209712766,40.9963260332734,ŞERİFALİ,ÜMRANİYE
Aşık Mahsun Parkı,29.191365324962,40.9985075773551,ESENKENT,ÜMRANİYE
Oruç Reis Parkı,29.1611048712865,41.0237825928701,HUZUR,ÜMRANİYE
Park,29.097704853217,41.0297192906477,ATATÜRK,ÜMRANİYE
Park,28.234353263572,41.1524836811499,FENER,SİLİVRİ
Funda Parkı,28.6796524595562,41.0643179139416,BAHÇEŞEHİR 2. KISIM,BAŞAKŞEHİR
Funda Parkı,28.6796524595562,41.0643179139416,BAHÇEŞEHİR 2. KISIM,BAŞAKŞEHİR
Emin Batmazoğlu Parkı,28.6867732935877,41.0350869480142,SULTANİYE,ESENYURT
Gazi Parkı,29.2604430841887,40.9931289887488,MİMAR SİNAN,SULTANBEYLİ
Hizmet Binaları Parkı,28.7504468510014,41.0730631169099,GÜVERCİNTEPE,BAŞAKŞEHİR
Mesa Nurol Parkı,28.6912042708291,41.0774352868998,BAHÇEŞEHİR 1. KISIM,BAŞAKŞEHİR
Hacı Kahya Sok. Parkı,29.2264390042692,40.919924305858,YAKACIK YENİ,KARTAL
Bayır Sok. Parkı,29.1845178709338,40.8939817504211,YUKARI,KARTAL
Yahya Çavuş Parkı,29.1096372184823,41.0109066610126,ARMAĞANEVLER,ÜMRANİYE
Alparslan Parkı,29.1028641463153,41.0102469872686,ATAKENT,ÜMRANİYE
Ümraniye Gölet Parkı,29.1802006781597,41.0133707746115,MADENLER,ÜMRANİYE
Cemil Meriç Parkı,29.1972015585584,41.0128277675719,MECLİS,SANCAKTEPE
Zaloğlu Rüstem Parkı,29.2399393733984,40.9691005930379,VEYSEL KARANİ,SANCAKTEPE
Yasemin Terzi Parkı,29.0843619017452,41.1402716258013,YALIKÖY,BEYKOZ
İlker Aktaş Parkı,29.076461911171,41.0739193553891,YENİ MAHALLE,BEYKOZ
Sülüntepe Parkı,29.2815901222123,40.9118950488913,SÜLÜNTEPE,PENDİK
Gazi Şenol Parkı,28.8610191738446,41.0529216496703,TUNA,ESENLER
Cumhuriyet Parkı,29.304732069082,40.8469528046304,İÇMELER,TUZLA
Mehmet Özbahçe Parkı,28.7412724201551,41.1930903709706,İSLAMBEY,ARNAVUTKÖY
Ezher Sok. Parkı,28.8940230681283,41.0159005441862,TOZKOPARAN,GÜNGÖREN
Halk Pazarı Arkası Parkı,28.8948609084171,41.0173611136942,TOZKOPARAN,GÜNGÖREN
Şehit Orgeneral Eşref Bitlis Parkı,29.234200959656,40.8777861006246,DOĞU,PENDİK
Doğan Koloğlu Parkı,28.8399019700876,40.9950801138291,HÜRRİYET,BAHÇELİEVLER
Dikilitaş Parkı,29.1081763182303,41.1270192969666,GÜMÜŞSUYU,BEYKOZ
Ovayenice Cemal Yamaner Parkı,28.4179124349703,41.097734509146,OVAYENİCE,ÇATALCA
Çakıl Mah. Mezarlık Yanı Parkı,28.4465043233257,41.1256750877207,ÇAKIL,ÇATALCA
Boyacıdere Parkı,29.6151338358281,41.1737716314829,ÇAVUŞ,ŞİLE
Liman Parkı,29.6073309378715,41.1808744215084,HACI KASIM,ŞİLE
57. Alay Parkı,28.9594982285785,41.0570405179184,TALATPAŞA,KAĞITHANE
2023 Parkı,29.1731424954718,41.0033135263956,ESENKENT,ÜMRANİYE
Öner Yılmaz Güven Parkı,29.0433132559173,41.0672084552241,ARNAVUTKÖY,BEŞİKTAŞ
Atasoy Parkı,28.9881336238254,41.0824900926733,YAHYA KEMAL,KAĞITHANE
Tıknefes Parkı,29.0276473028594,41.0223817635286,MURATREİS,ÜSKÜDAR
Allame Parkı,29.033038447519,41.0203863473546,VALİDE-İ ATİK,ÜSKÜDAR
Berkin Parkı,28.4565597674202,41.0346285698261,KUMBURGAZ,BÜYÜKÇEKMECE
Ali İsmail Korkmaz Parkı,29.0280104357138,40.9960224133103,RASİMPAŞA,KADIKÖY
Çocuk Parkı,28.5628051096633,41.014545332317,MİMAR SİNAN,BÜYÜKÇEKMECE
Dereboyu Parkı,29.0850620223578,41.0624166904267,HEKİMBAŞI,ÜMRANİYE
Üçgül Parkı,29.0689058394448,41.0015208897215,ÜNALAN,ÜSKÜDAR
Çocuk Parkı,28.9817593109754,41.0453758583593,ESKİŞEHİR,ŞİŞLİ
Park,28.2414464066121,41.0758749448877,PİRİ MEHMET PAŞA,SİLİVRİ
Tahtakale Belediye Parkı,28.7257356351257,41.0563358477682,TAHTAKALE,AVCILAR
Çocuk Parkı,28.0120688460827,41.1016405688813,İSMETPAŞA,SİLİVRİ
Çocuk Parkı,29.036469652933,41.1223444237646,DARÜŞŞAFAKA,SARIYER
Osmanlı Parkı,28.6447508773606,40.9966668675732,BARIŞ,BEYLİKDÜZÜ
Gazateci Erol Demek Parkı,29.1222321574137,40.9310449052904,FEYZULLAH,MALTEPE
Park,29.199756898208,40.9137107779426,SOĞANLIK YENİ,KARTAL
Şehit Müahit Parkı,29.1485313762092,40.925933949848,BAĞLARBAŞI,MALTEPE
Telsizler Parkı,29.1667927606977,40.9420161383343,GÜLENSU,MALTEPE
Çocuk Parkı,28.0125290641317,41.0914721091515,FEVZİPAŞA,SİLİVRİ
Kartopu Parkı,28.781884825599,41.0489340838188,ATAKENT,KÜÇÜKÇEKMECE
Hasan Hüseyin Parkı,28.9932456784716,41.0860451294011,ŞİRİNTEPE,KAĞITHANE
Zübeyde Hanım Parkı,28.5813382996454,41.022744499391,19 MAYIS,BÜYÜKÇEKMECE
Cumhuriyet Parkı,29.1282066580364,40.9483073607066,AYDINEVLER,MALTEPE
Tacettin Özgüder Parkı,29.2454051163676,40.9009851541894,HÜRRİYET,KARTAL
Bahtiyar Konuksan Parkı,29.2437378892481,40.9047639232477,HÜRRİYET,KARTAL
Fatih Sultan Mehmet Parkı,29.1953964265539,41.0188669983714,ÇAMLIK,ÇEKMEKÖY
Dr. Refik Saydam Parkı,29.2204641909993,41.0261391704511,GÜNGÖREN,ÇEKMEKÖY
